bibnumber,name,gender,age,genderdiv,division,overallplace,pace,split5k,split10k,split20k,split25k,split30k,split35k,split40k,splithalf,officialtime,city,state,country,ctz
12736,"McCauley, Kelly",F,28,2738,2001,10634,8.18,23.38,46.68,95.85,121.33,147.55,175.2,202.73,101.23,214.33,Princeton,NJ,USA,
15295,"Gower, Devra",F,37,2739,2002,10635,8.18,24.33,48.62,97.73,122.87,148.92,176.18,202.7,103.1,214.33,Hollister,MO,USA,
19238,"Reid, Jacqueline Sr.",F,40,2740,396,10636,8.18,23.98,48.67,97.8,122.85,148.83,175.43,202.38,103.18,214.35,Johannesburg,,RSA,
18040,"Jelley, Susan M.",F,48,2741,232,10637,8.18,23.23,47.68,98.2,123.75,150.22,177.57,203.27,103.68,214.37,Claygate,,GBR,
10701,"Bruzan, Kara",F,38,2742,2003,10638,8.18,24.2,48.53,98.3,123.95,150.12,176.85,203.12,103.63,214.37,Bolingbrook,IL,USA,
16512,"Oyen, Lisa M.",F,51,2743,88,10639,8.18,23.95,47.63,97.27,123.03,149.88,176.72,202.97,102.77,214.37,Alameda,CA,USA,
12821,"Gaudreau, Laurie A",F,45,2744,233,10640,8.18,23.9,47.8,96.42,120.93,147.73,175.45,202.95,101.65,214.38,York,ME,USA,
16277,"Bronkema, Becky",F,27,2745,2004,10641,8.18,25.08,50.03,100.27,125.57,151.58,178.1,203.85,105.78,214.38,Sparta,MI,USA,
12438,"Legendre, Martine",F,51,2746,89,10642,8.18,24.2,48.53,97.72,122.48,148.42,175.17,202.12,103.02,214.38,St-Augustin-De-Desmaures,QC,CAN,
5879,"Rhodes, Rodney",M,51,7897,986,10643,8.18,21.78,44.33,91.4,116.08,142.13,170.62,201.08,96.58,214.38,Palatine,IL,USA,
10924,"Cain, Dennis M",M,55,7898,384,10644,8.18,23.07,46.45,94.13,119.05,145.68,173.92,201.58,99.45,214.38,Santa Clarita,CA,USA,
1864,"Mifflin, Steven",M,34,7899,3498,10645,8.18,21.38,43.88,91.58,117.35,144.95,174.93,202.88,97.05,214.38,Leesburg,FL,USA,
15053,"Chisholm, Carrie",F,35,2747,2005,10646,8.18,23.58,47.98,97.67,122.95,149.58,176.28,202.93,103.07,214.4,Pittsburgh,PA,USA,
20404,"Koskenmaki, Jorma N.",M,60,7900,84,10647,8.18,25.9,50.93,100.83,125.73,151.43,177.5,203.02,106.15,214.4,Tampere,,FIN,
18261,"Charlesworth, Jane E.",F,43,2748,397,10648,8.18,24.8,49.57,99,123.62,149.08,175.95,202.53,104.3,214.4,Lincoln,,GBR,
6932,"Clements, Neil",M,40,7901,1471,10649,8.18,21.73,43.77,88.5,111.53,135.85,163.85,198.9,93.62,214.4,Zephyrhills,FL,USA,
9313,"Capape, Angel",M,52,7902,987,10650,8.18,23.37,46.73,95.52,121.58,149.98,177.07,202.77,101.02,214.4,Monzon,,ESP,
16471,"Yates, Sarah J.",F,38,2749,2006,10651,8.18,22.5,45.67,93.63,118.5,145.32,174.2,202.7,98.98,214.42,Windsor,,GBR,
16112,"Young, Jabby",M,64,7903,85,10652,8.18,24.05,48.6,97.8,122.73,148.55,175.53,202.82,103.2,214.42,Whitefish,MT,USA,
8031,"Obermeier, Joseph R",M,44,7904,1472,10653,8.18,21.48,43.67,89.8,115.23,142.93,172.55,201.73,94.87,214.42,Meadville,PA,USA,
25973,"Relihan, Katherine L.",F,31,2750,2007,10654,8.18,26.05,50.4,99,123.53,149.25,176.72,203.25,104.35,214.42,Boston,MA,USA,
27758,"Aniszczyk, Chris",M,31,7905,3499,10655,8.18,24.7,49.97,101.73,127.4,153.13,178.58,203.65,107.48,214.42,Austin,TX,USA,
19315,"Smith, Patrice",F,51,2751,90,10656,8.18,25.03,49.62,98.83,123.62,149.32,176.12,202.58,104.22,214.43,Wooster,OH,USA,
4676,"Loudon, Tyler D",M,41,7906,1473,10657,8.18,23.38,47.08,95.9,120.72,146.5,173.78,201.45,101.3,214.43,Gig Harbor,WA,USA,
11500,"Molin, Nicole",F,35,2752,2008,10658,8.18,22.8,45.72,93.28,117.88,144.33,173.72,202.25,98.45,214.45,Boynton Beach,FL,USA,
14234,"Solecki, Laura",F,29,2753,2009,10659,8.18,24.38,48.72,97.4,122.02,147.95,175.57,203.13,102.68,214.45,Montclair,NJ,USA,
18028,"Singer, Amy",F,37,2754,2010,10660,8.18,24.88,50.68,102.3,127.17,153.73,179.45,203.98,107.7,214.45,Hillsborough,NC,USA,
12794,"Kerper, Warren",M,51,7907,988,10661,8.18,23.5,47.03,95.67,120.67,147.1,174.82,202.22,101.03,214.45,Lexington,MA,USA,
11444,"Baker, Paul D.",M,56,7908,385,10662,8.18,23.68,47.3,95.7,119.63,144.8,172.82,200.77,100.87,214.45,Indianapolis,IN,USA,
11816,"Dolliver, Aubrie",F,23,2755,2011,10663,8.18,23.78,46.95,93.68,118.73,146.28,175.17,201.98,98.82,214.45,Prairie Village,KS,USA,
12497,"Murphy, Dan",M,55,7909,386,10664,8.18,24.75,49.67,100.47,124.92,150.05,175.95,202.75,105.8,214.45,Little Compton,RI,USA,
6022,"Gomariz, Javier A.",M,40,7910,1474,10665,8.18,23.13,46.38,92.55,116.77,143.13,171.92,201.33,97.7,214.45,Elche,,ESP,
19781,"Warren, Leigh E",F,36,2756,2012,10666,8.18,24.63,48.5,96.18,120.62,146.82,174.55,202.57,101.3,214.47,Durham,NC,USA,
14341,"Conlin, Sarah",F,31,2757,2013,10667,8.18,25.03,50.28,100.6,125.73,151.63,177.73,203.43,105.93,214.47,Toronto,ON,CAN,
15629,"Gunther, Ingrid",F,33,2758,2014,10668,8.18,23.48,47.55,95.37,119.27,144.73,173.12,202.35,100.58,214.47,Folsom,CA,USA,
5524,"Davis, Mark A.",M,33,7911,3500,10669,8.18,23.9,47.75,97.02,121.27,146.62,174.67,203.48,102.33,214.48,West Point,NY,USA,
20444,"Wahlstrom, Tina M",F,42,2759,398,10670,8.18,24.9,49.8,99.28,124.07,149.97,176.35,202.7,104.58,214.48,Minneapolis,MN,USA,
15341,"Harding, Deborah",F,41,2760,399,10671,8.18,23.83,48.32,98.27,123.67,149.47,175.97,202.6,103.73,214.48,Akron,OH,USA,
11677,"Chiavetta, Judi",F,47,2761,234,10672,8.18,23.63,47.88,97.28,122.63,148.55,175.47,202.78,102.87,214.48,Arlington,MA,USA,
17471,"Maher, Catherine N.",F,28,2762,2015,10673,8.18,23.47,47.35,96.27,121.2,147.65,-,203.03,101.55,214.48,Hyde Park,MA,USA,
14526,"Hackbarth, Nicole K.",F,33,2763,2016,10674,8.18,21.8,45.08,94.78,120.63,148.8,176.32,202.92,100.15,214.5,Toledo,OH,USA,
14981,"Pisecki, Jerry",M,54,7912,989,10675,8.18,24,48.15,97.17,121.92,147.87,175.35,202.38,102.6,214.5,Midlothian,VA,USA,
14888,"Marbut, Diane E",F,42,2764,400,10676,8.18,25.23,50.15,100.92,126.03,151.53,177.05,203.02,106.32,214.5,Flower Mound,TX,USA,
31156,"Reiley, Sally A.",F,54,2765,91,10677,8.18,24.9,49.93,100.77,125.98,152.37,178.82,203.68,106.12,214.5,Marblehead,MA,USA,
35499,"Hayashi, Koji",M,43,7913,1475,10678,8.18,26.15,-,104.17,130,155.18,180.03,204.03,109.82,214.5,Yokohama,,JPN,
9684,"Hill, Johnny K.",M,55,7914,387,10679,8.18,23.05,47,93.82,118.03,143.57,173.07,203.12,98.9,214.5,Knoxville,TN,USA,
15093,"Urda, Fred J",M,55,7915,388,10680,8.18,26.1,50.77,101.1,126.17,152.2,178.08,203.3,106.57,214.5,Rochester Hills,MI,USA,
16929,"Walsh, Diane E",F,40,2766,401,10681,8.18,22.42,45.63,94.28,119.48,146.22,174.07,202.33,99.65,214.52,Ocean Pines,MD,USA,
13908,"Perez, Geoffrey C.",M,51,7916,990,10682,8.18,24.1,47.97,95.9,120.58,146.15,172.98,200.4,101.23,214.52,Baguio City,,PHI,
4330,"Mcneil Eng, Susanne",F,46,2767,235,10683,8.18,20.83,41.62,83.47,104.57,127.08,166.63,204.02,88.07,214.52,Los Angeles,CA,USA,
8705,"Coler, Andrew D",M,50,7917,991,10684,8.18,23.13,46.53,94.05,119.03,145.53,173.62,201.77,99.48,214.53,Drexel Hill,PA,USA,
12089,"Ahmed, Tasmina",F,26,2768,2017,10685,8.18,22.5,46.6,96.73,122.55,149.15,176.45,202.48,102.1,214.53,New York,NY,USA,
6484,"Ripmaster, Peter E",M,37,7918,3501,10686,8.18,21.68,43.08,89.48,115.67,144.77,173.37,201.48,94.98,214.53,Fairview,NC,USA,
11878,"Obrien, Mary K.",F,51,2769,92,10687,8.18,23.18,46.22,93.7,118.83,145.77,173.87,201.88,99,214.53,Sioux City,IA,USA,
14988,"Macswan, Meg",F,30,2770,2018,10688,8.18,24.23,49.07,98.52,123.37,149.13,176.07,203.03,103.87,214.53,Boston,MA,USA,
19064,"Lichnovsky, Larry",M,66,7919,17,10689,8.18,24.38,49.32,99.57,124.98,151.75,177.67,202.98,105,214.55,Arlington,TX,USA,
10719,"Hovanic, Phillip M.",M,55,7920,389,10690,8.18,23.83,47.7,96.93,121.4,147,173.9,201.45,102.33,214.55,Salem,OH,USA,
15795,"Harvey, Alyssa",F,34,2771,2019,10691,8.18,24.7,49.73,99.55,124.82,151.38,177.22,203.03,105.02,214.55,Savannah,GA,USA,
25347,"Daly, Charles P.",M,43,7921,1476,10692,8.18,25.03,50.08,99,123.4,148.45,174.85,202.13,104.27,214.55,Springfield,VA,USA,
18884,"McDoom, Deanne S.",F,36,2772,2020,10693,8.18,24.82,49.3,99.12,124.35,150.13,177.3,203.27,104.62,214.55,Toronto,ON,CAN,
18895,"Farley, Kathy L.",F,47,2773,236,10694,8.18,24.35,48.9,99.12,124.65,151.15,177.88,203.42,104.62,214.55,Vallecito,CA,USA,
16234,"Frasieur, Lisa",F,38,2774,2021,10695,8.2,23,46.08,93.65,118.7,145.82,174.43,202.47,99.02,214.57,Yoncalla,OR,USA,
11702,"Scott, Jim",M,51,7922,992,10696,8.2,23.52,46.97,93.32,117.77,143.52,171.53,200.8,98.57,214.57,Owen Sound,ON,CAN,
14882,"Prabucki, Ronald",M,52,7923,993,10697,8.2,25.6,51.33,102.95,129.32,154.07,178.82,203.2,108.52,214.57,Lockport,NY,USA,
20107,"Austin-Minor, Elizabeth C",F,43,2775,402,10698,8.2,25,49.52,98.8,123.82,149.77,176.05,202.68,104.23,214.57,Duluth,MN,USA,
27245,"Fay, Brock J.",M,36,7924,3502,10699,8.2,21.48,43.97,91.13,116.1,145.57,172.87,201.93,96.3,214.58,Reading,MA,USA,
19316,"Donnan, Wendy S.",F,50,2776,93,10700,8.2,25.05,49.85,99.82,124.92,150.68,176.97,203.33,105.28,214.58,Atlanta,GA,USA,
15537,"Vogelsang, Caitlin D.",F,24,2777,2022,10701,8.2,24.48,48.67,98.13,122.97,148.3,175.95,203.12,103.6,214.58,San Francisco,CA,USA,
11058,"Corrigan, Louise",F,31,2778,2023,10702,8.2,22.87,47.2,96.67,122.93,149.97,177.35,203.4,102.18,214.58,Co. Kildare,,IRL,USA
10923,"Forrest, Christine K",F,35,2779,2024,10703,8.2,23.75,47.03,93.82,117.45,142.08,167.4,203.13,98.88,214.58,Pittsburgh,PA,USA,
13022,"Eng, Quentin H",M,54,7925,994,10704,8.2,24.23,48.75,97.87,122.53,148.22,175.02,202,103.22,214.58,Foothill Ranch,CA,USA,
16258,"Beach, Ken H",M,61,7926,86,10705,8.2,25.42,49.93,99.05,123.77,149.72,176.48,202.9,104.38,214.6,Raytown,MO,USA,
9421,"Hart, Anne E",F,21,2780,2025,10706,8.2,19.98,41.37,88,112.78,140.33,170.83,201.75,93.33,214.6,Hanover,NH,USA,
13621,"Dodds, Jeremy",M,45,7927,1460,10707,8.2,24.9,50.12,101.73,126.33,150.8,175.07,201.18,106.98,214.6,Skaneateles,NY,USA,
13245,"Grand, Keely",F,35,2781,2026,10708,8.2,22.9,46,93.22,117.55,143.27,171.2,201.08,98.48,214.6,San Francisco,CA,USA,
8503,"Anderson, Matt",M,48,7928,1461,10709,8.2,21.63,43.73,89.5,113.72,140.43,171.08,201.23,94.68,214.6,Fairfax,VA,USA,
16613,"Wolfe, Julie",F,26,2782,2027,10710,8.2,24.53,49.48,98.97,126.52,151.93,178.12,203.8,104.47,214.6,Baltimore,MD,USA,
16023,"Daly, Daniel P.",M,51,7929,995,10711,8.2,25.02,50.18,100.53,125.1,150.18,175.9,202.45,106.03,214.62,Chicago,IL,USA,
13849,"Marsh, Cynthia A.",F,40,2783,403,10712,8.2,24.22,48.22,97.23,122.07,148.17,175.52,202.55,102.6,214.62,Rochester,NH,USA,
15672,"Kirchner, Katie",F,42,2784,404,10713,8.2,24.67,49.3,98.7,123.47,149.18,176.07,202.37,104.12,214.62,Rockville,MD,USA,
18815,"Hoff, Wendy M",F,42,2785,405,10714,8.2,24.3,48.83,97.85,123.5,149.45,176.3,202.52,103.3,214.62,Westminster,MD,USA,
20796,"Hasle, Catharine",F,43,2786,406,10715,8.2,25.68,50.6,100.97,125.6,151.17,177.65,203.67,106.23,214.62,Norfolk,VA,USA,
5065,"Estes, Wes",M,33,7930,3503,10716,8.2,21.7,43.45,88.92,112.82,138.45,165.52,196.68,94.03,214.62,Novato,CA,USA,
20844,"Sullivan, Mary",F,42,2787,407,10717,8.2,24.17,47.22,95.55,121.2,147.97,175.57,203.2,100.95,214.62,Lynn,MA,USA,
17634,"Cleary, Wende",F,52,2788,94,10718,8.2,23.37,46.4,95.87,121.38,148.12,176.53,203.15,101.23,214.63,Pittsford,NY,USA,
15818,"Snyder, Rebecca",F,30,2789,2028,10719,8.2,24.73,49.62,99.95,125.02,151.03,177.8,203.68,105.35,214.63,Springfield,OR,USA,
8288,"Dobbin, Ellen",F,26,2790,2029,10720,8.2,21.97,44.13,89.48,113.83,141.13,171.93,202.3,94.53,214.63,Winston Salem,NC,USA,
11631,"Waltman, Gerald L.",M,54,7931,996,10721,8.2,23.88,47.53,94.9,118.8,144.37,172.47,200.25,100.12,214.63,Frisco,TX,USA,
11201,"Maniatis, Antony",M,50,7932,997,10722,8.2,23.82,47.5,95.3,119.05,146.43,175.3,202.83,100.48,214.63,Jacksonville,FL,USA,
11834,"Muellner, Douglas J",M,56,7933,390,10723,8.2,24.78,47.25,93.65,118.05,146.53,173.37,202.37,99.15,214.65,Long Beach,CA,USA,
16494,"Gonzalez, Adriana L",F,38,2791,2030,10724,8.2,22.18,44.88,90.27,113.4,142.15,172.15,202.43,95.2,214.65,Morelia,,MEX,
13151,"Hackbarth, Laura W",F,26,2792,2031,10725,8.2,24.15,48.37,98.12,123.08,149.2,176.23,203.4,103.55,214.65,Minneapolis,MN,USA,
11608,"Gugliotta, Gene",M,54,7934,998,10726,8.2,22.93,48.22,96.75,121.48,147.52,174.83,202.23,102.08,214.65,North Plainfield,NJ,USA,
8891,"Vom Bovert, Ernst-Martin",M,46,7935,1462,10727,8.2,24.98,49.38,99.28,125,151.3,178.07,203.1,105.1,214.65,Dortmund,,GER,
10988,"Lund, David",M,51,7936,999,10728,8.2,23.32,46.83,93.83,118.03,145.1,173.48,201.8,99.02,214.67,Cambridge,MA,USA,
8226,"Ketchum, Thomas H",M,42,7937,1477,10729,8.2,21.4,42.9,87.47,110.92,136.45,165.6,198.52,92.45,214.67,Corning,NY,USA,
11961,"Duignan, Marie",F,34,2793,2032,10730,8.2,23.43,47.07,95.75,120.83,146.88,174.98,202.82,101.07,214.67,Salem,MA,USA,GBR
16733,"Bolton, Brittany L.",F,26,2794,2033,10731,8.2,24.52,49.25,97.93,122.75,148.63,175.23,203.07,103.35,214.67,Boston,MA,USA,
4615,"Hughes, Clark",M,40,7938,1478,10732,8.2,25.27,51.22,103.38,129.63,156.32,180.58,204.72,108.83,214.67,Cedar Park,TX,USA,
13788,"Oskwarek, Barbara",F,34,2795,2034,10733,8.2,24.33,48.57,97.62,122.33,149.08,176.12,202.92,102.82,214.67,Brookline,MA,USA,
14553,"Harvey-Blankenship, Michele",F,47,2796,237,10734,8.2,23.68,47.52,95.83,123.03,149.6,176.48,202.88,101.13,214.67,Edmonton,AB,CAN,
4291,"Khan, Chris",M,32,7939,3504,10735,8.2,24.98,49.13,98.35,123.98,149.73,176.92,202.78,103.72,214.68,Mississauga,ON,CAN,
17056,"Wiste, Craig A.",M,57,7940,391,10736,8.2,24.5,49.67,100.6,126,151.82,177.87,203.67,106.1,214.68,Summit,SD,USA,
12331,"Garcia, Olga",F,25,2797,2035,10737,8.2,24.62,48.93,98.15,124.37,150.1,176.95,203.3,103.6,214.68,Lenexa,KS,USA,
18414,"McCormick, Michael A.",M,55,7941,392,10738,8.2,24.08,48.63,98.68,123.77,150.03,176.87,202.93,104.17,214.68,Newburyport,MA,USA,
14744,"Dearborn, Amanda C",F,27,2798,2036,10739,8.2,22.05,45.18,92.4,116.93,144.33,172.92,202.42,97.58,214.7,Chicago,IL,USA,
8950,"Ho, Tom A.",M,55,7942,393,10740,8.2,23.85,48.18,97.45,122.07,147.4,174,202.18,102.82,214.7,Wisconsin Rapids,WI,USA,
8262,"Schopf, Daniel",M,42,7943,1479,10741,8.2,22.77,45.4,91.82,116.2,142.72,171.37,202.45,96.95,214.7,Lake Mills,WI,USA,
18357,"Vaska, Marcus",M,56,7944,394,10742,8.2,24.47,49.25,99.47,124.83,150.75,176.88,203.12,104.98,214.7,Randolph,NJ,USA,
8706,"Wiener, Glen",M,53,7945,1000,10743,8.2,23.33,47.05,95.05,120.12,145.02,171.83,201.95,100.42,214.7,New York,NY,USA,
13270,"Wojtkiewicz, Paul J",M,52,7946,1001,10744,8.2,24.82,49.48,99.52,124.15,149.42,175.27,202.6,104.8,214.7,Plainfield,IL,USA,
13597,"Wyant, Cindy S.",F,43,2799,408,10745,8.2,23.98,48.42,98,123.42,149.92,176.73,203.38,103.55,214.72,New Albany,IN,USA,
17904,"Morris, Kerry R",F,38,2800,2037,10746,8.2,25.22,50.43,100.98,126.17,151.83,178.08,203.67,106.47,214.72,San Luis Obispo,CA,USA,
12011,"McLaughlin, Peter",M,46,7947,1463,10747,8.2,23.58,47.22,94.65,119.6,145.02,173.1,201.92,99.97,214.72,Oakville,ON,CAN,
15811,"Robbins, Charles R",M,56,7948,395,10748,8.2,24,49.1,99.38,124.75,150.83,177.32,203.37,104.85,214.72,Roanoke,VA,USA,
14265,"Di Sibio, Jaclyn S.",F,30,2801,2038,10749,8.2,23.8,47.42,95.8,120.55,147.23,175.72,203.05,101.07,214.72,Poland,OH,USA,
6231,"Thornton, Orson S.",M,42,7949,1480,10750,8.2,23.35,47.25,96.52,122.5,147.35,175.92,202.13,101.92,214.73,Kaysville,UT,USA,
18500,"Zalenski, Dianne",F,40,2802,409,10751,8.2,23.42,46.93,94.28,118.88,145.03,173.22,202.4,99.5,214.73,Mars,PA,USA,
16991,"Morales, Natalie L.",F,41,2803,410,10752,8.2,23.07,46.17,94.88,120.13,146.85,174.83,202.45,100.4,214.75,Hoboken,NJ,USA,
16865,"Matzuka, Lauren J",F,32,2804,2039,10753,8.2,25.53,50.18,100.67,126.23,152.72,179.23,204.08,106.23,214.75,Oak Park,CA,USA,
13609,"Weinsheim, John M.",M,49,7950,1464,10754,8.2,24.07,48.28,97.12,121.58,146.72,173.77,202.78,102.5,214.77,Bend,OR,USA,
3378,"Hollis, Aaron",M,23,7951,3505,10755,8.2,21.55,43.03,88,111.08,136.48,168.45,201.85,93,214.77,Rothschild,WI,USA,
17167,"Reynolds, Renee M",F,46,2805,238,10756,8.2,25.62,50.48,101.3,126.78,152.43,178,203.73,106.85,214.78,Austin,TX,USA,
13785,"Ly, Lan",F,35,2806,2040,10757,8.2,24.47,48.62,97.22,121.53,146.8,174.05,202.37,102.52,214.78,Bryan,TX,USA,
7699,"Meininger, Thomas",M,45,7952,1465,10758,8.2,22.27,44.93,91.57,117.82,146.83,175.53,203.23,96.87,214.78,Campbell,CA,USA,
1823,"Barbour, Kyla",F,35,2807,2041,10759,8.2,18.98,38.5,79.23,101.98,129.63,161.37,201.95,83.87,214.78,Elmhurst,IL,USA,
15658,"Abbott, Wendy",F,40,2808,411,10760,8.2,25.52,50.65,101.18,126.52,153.35,179.5,204.42,106.6,214.8,Rochester,NY,USA,
6909,"Barbera, Peter",M,57,7953,396,10761,8.2,22.92,45.8,91.37,114.33,139.22,166.97,197.78,96.35,214.8,Wakefield,RI,USA,
9268,"Cieszkowski, Wojciech",M,45,7954,1466,10762,8.2,23.6,47.62,95.73,120.02,146.5,174.88,202.73,100.98,214.8,Pearl River,NY,USA,
14015,"Mucci, Alicia",F,26,2809,2042,10763,8.2,23.25,47.4,96.67,122.38,149.1,176.83,203.8,102,214.8,New York,NY,USA,
10298,"Delfeld, Lauren",F,25,2810,2043,10764,8.2,22.13,44.83,94.08,119.72,147.1,176,203.8,99.5,214.8,Gurnee,IL,USA,
11903,"Johnson, Lesley",F,42,2811,412,10765,8.2,23.8,47.92,96.73,121.8,148.05,174.93,202.6,102.07,214.8,Austin,TX,USA,
11272,"Wiberg, Dwight A",M,60,7955,87,10766,8.2,23.02,46.2,93.47,118.15,144.53,171.9,200.42,98.7,214.8,Edmonton,AB,CAN,
14339,"Landro, Jeffrey M.",M,52,7956,1002,10767,8.2,24.58,49.65,100.08,125.63,150.8,177.2,203.38,105.45,214.82,Inver Grove Heights,MN,USA,
16866,"Dalton, Paulette J",F,30,2812,2044,10768,8.2,23.63,48.02,97.12,121.85,147.97,175.55,202.93,102.38,214.82,Toronto,ON,CAN,
6594,"Bell, Charles R. Jr.",M,46,7957,1467,10769,8.2,21.63,42.57,85.3,109.52,137.5,167.67,201.47,90.08,214.82,Cincinnati,OH,USA,
13569,"Scott, Robert A",M,46,7958,1468,10770,8.2,24.28,48.6,97.02,121.3,146.48,174.62,203.03,102.35,214.82,Barrington,IL,USA,
19147,"Campbell, Margaret M.",F,41,2813,413,10771,8.2,24.58,48.93,98.22,123.08,148.65,175.83,202.88,103.63,214.82,Rockville,MD,USA,
9960,"Orlov, Dmitry",M,48,7959,1469,10772,8.2,21.33,43.42,89.18,112.72,139.1,171.23,200.88,94.22,214.82,Moscow,,RUS,
7583,"Dunn, Michael E.",M,46,7960,1470,10773,8.2,22.7,45.7,92.3,116.38,142.17,170.15,201.68,97.48,214.82,Sanford,NC,USA,
11139,"Buse, Christine",F,29,2814,2045,10774,8.2,23.52,47.2,95.45,120.53,146.68,175.25,202.37,100.83,214.83,Palmdale,CA,USA,
9263,"Harbaugh, Jeffrey L.",M,60,7961,88,10775,8.2,21.62,44.13,92.52,120.12,146.88,175.23,203.43,97.83,214.83,Happy Valley,OR,USA,
3959,"Evans, Jason A.",M,46,7962,1471,10776,8.2,21.05,42.7,89.9,115.78,142.6,172.52,202.13,95.23,214.83,Lansing,MI,USA,
16331,"Mercier, Tammy",F,43,2815,414,10777,8.2,24.07,49.12,98.7,124.22,150.37,177.28,203.53,104.13,214.83,Halifax,NS,CAN,
4540,"Jones, David A.",M,48,7963,1472,10778,8.2,21.87,43.62,88.82,112.78,140.03,169.5,200.23,93.87,214.83,Chevy Chase,MD,USA,
14492,"Levy, Frederic",M,53,7964,1003,10779,8.2,24.58,49.65,100.08,125.1,150.82,177.2,203.4,105.47,214.83,Gastonia,NC,USA,
10886,"Harris, James W Jr.",M,52,7965,1004,10780,8.2,23.02,45.7,91.55,115.98,141.83,170.62,202.25,96.65,214.85,Daytona Beach,FL,USA,
12112,"Pegram, Kara",F,27,2816,2046,10781,8.2,23.7,47.42,95.5,119.65,146.27,175.05,202.88,100.7,214.85,Seattle,WA,USA,
15510,"Baden, Heather",F,38,2817,2047,10782,8.2,23.32,47.02,95.23,120.12,147.17,175.3,203.12,100.47,214.85,Rye,NY,USA,
20279,"Kim, Helen",F,42,2818,415,10783,8.2,24.83,49.77,100.73,125.93,152.07,178.08,203.73,106.2,214.87,Fremont,CA,USA,
17213,"Wall, Rebecca J",F,32,2819,2048,10784,8.2,23.07,47.02,96.07,121.43,148.07,175.27,202.57,101.5,214.87,Boston,MA,USA,GBR
12593,"Mauro, Albert P. Jr.",M,47,7966,1473,10785,8.2,24.07,47.47,94.07,118.02,143.23,171.12,201.55,99.25,214.87,Kansas City,MO,USA,
9271,"Becker, Andrew",M,41,7967,1481,10786,8.2,22.53,45.58,91.87,115.05,141.08,171.17,202.15,96.9,214.87,Brookline,MA,USA,GBR
7870,"McEvoy, Peter M.",M,45,7968,1474,10787,8.2,22.55,46.15,95.32,120.23,146.28,173.53,202.45,100.73,214.88,Rush,,IRL,
11475,"Provenzano, Mark",M,57,7969,397,10788,8.2,23.58,47.1,96.57,121.55,147.48,175.1,203.4,101.77,214.88,Houston,TX,USA,
33636,"Leonard, Joseph M.",M,32,7970,3506,10789,8.2,24.3,46.62,92.23,115.85,140.35,168.27,200.38,97.8,214.88,Quincy,MA,USA,
21030,"Petrocco, Rita",F,48,2820,239,10790,8.2,25.73,50.95,101.3,126.15,151.63,177.58,203.48,106.7,214.88,Nepean,ON,CAN,
19041,"Walker, John H.",M,59,7971,398,10791,8.2,26.78,51.98,102.17,126.82,152.07,177.57,202.4,107.53,214.88,Scottsville,VA,USA,
12283,"Kallio, Renee L",F,40,2821,416,10792,8.2,23.57,46.67,94.53,119.85,146.17,173.23,201.83,99.87,214.88,New Hope,MN,USA,
20071,"Turner, Tammie",F,41,2822,417,10793,8.2,25.05,50.18,100,124.97,151.1,178.18,203.7,105.4,214.9,Cumberland,ME,USA,
14947,"Mealey, Marianne H",F,27,2823,2049,10794,8.2,23.08,46.88,96.05,121.38,148.28,176.27,203.72,101.42,214.9,Foxboro,MA,USA,
14774,"Hoffmann, Leslie",F,47,2824,240,10795,8.2,24.15,48.22,96.28,120.87,146.2,173.42,201.35,101.67,214.9,Louisville,CO,USA,
9317,"Hillen, Mike",M,46,7972,1475,10796,8.2,23.18,46.77,94.07,117.95,143.67,173.22,202.15,99.22,214.92,Midlothian,VA,USA,
13494,"Gosselin, Natalie",F,45,2825,241,10797,8.2,24.37,49.22,99.62,125.38,151.93,178.73,203.68,105.22,214.92,Saint-Lambert,QC,CAN,
6614,"Thaxter, Keith J",M,52,7973,1005,10798,8.2,23.42,49.77,98.72,124.12,150.97,177.22,202.77,104.12,214.92,Whitehorse,YT,CAN,
19895,"Olson, Christine",F,57,2826,22,10799,8.2,25.47,50.35,99.7,124.73,150.9,177.17,203.63,104.95,214.92,Tualatin,OR,USA,
16862,"Young, Joanna",F,36,2827,2050,10800,8.2,23.73,47.95,97.22,122.12,148.82,176.08,202.88,102.58,214.92,Fulton,NY,USA,
17318,"Shope, Jennifer",F,39,2828,2051,10801,8.2,23.77,47.9,97.13,123,148.88,175.95,202.88,102.58,214.92,Cookeville,TN,USA,
9851,"Santerre, Sonia",F,44,2829,418,10802,8.2,22.78,45.57,92.12,116.4,143.17,172.22,202.18,97.2,214.92,Chambly,QC,CAN,
11356,"Grenon, Martin",M,52,7974,1006,10803,8.2,23.03,46.48,94.28,119.3,146.75,175.03,202.92,99.57,214.93,Jonquiere,QC,CAN,
12614,"Evans, Dave M",M,47,7975,1476,10804,8.2,24.78,49.68,98.92,123.35,149.77,175.85,202.65,104.32,214.93,Regina,SK,CAN,
12008,"Dunfey, Brian",M,55,7976,399,10805,8.2,23.28,46.65,94.05,118.57,144.73,173.88,201.78,99.23,214.93,Pinetop,AZ,USA,
9682,"Chomet, Daniel S.",M,43,7977,1482,10806,8.2,23.13,46.42,93.3,117.83,144.92,173.65,202.93,98.57,214.93,Berkley,MI,USA,
17579,"Slade, Alison",F,33,2830,2052,10807,8.2,22.43,48.82,99.38,124.67,149.8,175.7,202.57,104.83,214.93,Odenton,MD,USA,
